"Level -> Specify Data Points",,,
"Left ROW",,"Right ROW",
X,Y,X,Y
Hz,dBSPL,Hz,dBSPL
20,7.90718622260924,20,7.27230182655363
21.4453444402065,8.27921388619497,21.4453444402065,7.67811431965519
22.9951399079547,8.63379414962332,22.9951399079547,8.06819850000617
24.6569347888413,8.96532180424804,24.6569347888413,8.43619927175573
26.4388229693206,9.26944311431097,26.4388229693206,8.77683898351933
28.3494832585361,9.54880219614881,28.3494832585361,9.09278473426376
30.3982216590587,9.8049882847624,30.3982216590587,9.38545880372976
32.5950166924129,10.0371720746278,32.5950166924129,9.65360069796014
34.9505680001537,10.2454452907161,34.9505680001537,9.89694323004204
37.4763484572077,10.4304257826427,37.4763484572077,10.1157944843695
40.184660051301,10.5919251144766,40.184660051301,10.309547004305
43.0886938006377,10.7307480216824,43.0886938006377,10.4788499193961
46.2025940016633,10.8478360624921,46.2025940016633,10.6248865483997
49.5415271198343,10.9456016442272,49.5415271198343,10.7505095696347
53.1217556589338,11.0249300490851,53.1217556589338,10.8565747081036
56.9607173687161,11.0858150841911,56.9607173687161,10.942803254716
61.0771101766684,11.1274179978265,61.0771101766684,11.0081915133434
65.4909832575547,11.149539750449,65.4909832575547,11.052455174184
70.2238346843027,11.152871114205,70.2238346843027,11.0762524364633
75.2987161358495,11.1374804731067,75.2987161358495,11.0796428213235
80.7403451719312,11.1039827281995,80.7403451719312,11.0637012460067
86.5752256216613,11.0514144098451,86.5752256216613,11.0278044866545
92.8317766722558,10.9805413335405,92.8317766722558,10.9728769384052
99.5404712866424,10.89034935729,99.5404712866424,10.8982017676231
106.733984624126,10.780146937376,106.733984624126,10.8049058113411
114.447353187005,10.6502677568486,114.447353187005,10.6912457299735
122.718145468264,10.5011984286476,122.718145468264,10.5546832499987
131.586644931514,10.332057596109,131.586644931514,10.3949318079872
141.096046214373,10.1415935920563,141.096046214373,10.2114299939496
151.292665510926,9.92956353438858,151.292665510926,10.0079617770009
162.226166157938,9.69621070237201,162.226166157938,9.78473288761772
173.949800523557,9.44382955032239,173.949800523557,9.54264908659659
186.520669376644,9.17105854539282,186.520669376644,9.28001654745042
200.000000000001,8.8779650025579,200.000000000001,8.99618367545056
214.453444402065,8.56476505571658,214.453444402065,8.69084121658439
229.951399079548,8.23223974626909,229.951399079548,8.36557528476204
246.569347888414,7.88140729139848,246.569347888414,8.02083182928367
264.388229693207,7.51174115273394,264.388229693207,7.65640444750991
283.494832585362,7.12435458117271,283.494832585362,7.27328772337328
303.982216590588,6.71974806945699,303.982216590588,6.87199710202145
325.95016692413,6.29933530833204,325.95016692413,6.45366055851324
349.505680001538,5.8642693784587,349.505680001538,6.01917080900871
374.763484572078,5.416226682876,374.763484572078,5.57013194480954
401.846600513011,4.95618518009516,401.846600513011,5.10792669229101
430.886938006378,4.48597628656442,430.886938006378,4.63394922131356
462.025940016634,4.006980818603,462.025940016634,4.14901911242374
495.415271198344,3.52232630432959,495.415271198344,3.65558919964209
531.217556589339,3.0353521843525,531.217556589339,3.15691978756135
569.607173687163,2.5507684029328,569.607173687163,2.65696470512756
610.771101766686,2.07219655499427,610.771101766686,2.16151784833835
654.909832575549,1.60466312253472,654.909832575549,1.68032999838581
702.238346843029,1.14914432000184,702.238346843029,1.2265202359919
752.987161358497,0.731284608750212,752.987161358497,0.819173128432056
807.403451719315,0.390889059353157,807.403451719315,0.478732860845679
865.752256216616,0.154695089399251,865.752256216616,0.224056597969381
928.31776672256,0.0359245889480535,928.31776672256,0.0649253842175736
995.404712866427,-0.0005609080983222,995.404712866427,0.00073659700593628
1067.33984624127,0.0461167727377737,1067.33984624127,0.00270989647130379
1144.47353187005,0.142862601754328,1144.47353187005,0.0208963463335735
1227.18145468264,0.212399659176029,1227.18145468264,0.0413221537812512
1315.86644931514,0.19197216253096,1315.86644931514,0.0332994879203138
1410.96046214374,0.0418806217331886,1410.96046214374,0.0420352083875794
1512.92665510927,-0.140654678173194,1512.92665510927,0.172192434300437
1622.26166157938,-0.211784923326603,1622.26166157938,0.467141184695327
1739.49800523558,-0.0533092263340207,1739.49800523558,0.869474896301603
1865.20669376645,0.329719079607404,1865.20669376645,1.26110728663777
2000.00000000001,0.826097284116487,2000.00000000001,1.57002919337335
2144.53444402066,1.3087292475932,2144.53444402066,1.80648608889918
2299.51399079549,1.69524002290044,2299.51399079549,1.99503493587541
2465.69347888415,1.95771236341176,2465.69347888415,2.15368963538147
2643.88229693208,2.10543907032998,2643.88229693208,2.28764688476929
2834.94832585363,2.1563390161812,2834.94832585363,2.38888285953628
3039.82216590589,2.11685102811932,3039.82216590589,2.44097420838862
3259.50166924131,1.98339363214306,3259.50166924131,2.42292349023951
3495.05680001539,1.77402306137927,3495.05680001539,2.32119787081768
3747.63484572079,1.51673289836275,3747.63484572079,2.13262194179534
