ECM-912-56058, ,ECM-912-56091, ,ECM-912-56129, 
1.352302963,1.545935273,2.11685102811932,2.44097420838862,2.19790591870979,2.93380992943653
1.280986749,1.458310665,1.98339363214306,2.42292349023951,2.16452478920285,3.07411738952935
1.172628642,1.31571098,1.77402306137927,2.32119787081768,2.04514603257084,3.08239347724071
1.040264149,1.114906055,1.51673289836275,2.13262194179534,1.85861021659273,2.95437779540181
0.882210725,0.869154683,1.22779449098879,1.87501311008787,1.62738859090547,2.71526192442142
0.704978065,0.614128951,0.930154357761571,1.59011810343012,1.37294765956142,2.4187256795358
0.528269514,0.398722454,0.651061320112757,1.33836062815131,1.12452892244364,2.13148403661808
0.418998105,0.26426988,0.456119768547713,1.1648137475011,0.937039930448235,1.91614020266543
0.434590861,0.23309717,0.408311671607452,1.09307447477916,0.876193551999645,1.81106544286951
0.573776421,0.279468289,0.508860673540771,1.09186523812263,0.958553442006706,1.80207295260666
0.733599177,0.301971824,0.656782476744088,1.05466591557984,1.09966827964649,1.78402597908843
0.710855284,0.116077964,0.644004049794416,0.799801435119822,1.10298494541547,1.5588281827841
0.309809464,-0.455150758,0.263904337972556,0.159680837065481,0.760344332535854,0.940437111644666
-0.558799482,-1.48741809,-0.582732552216882,-0.93267131326397,-0.0385371818596811,-0.148390409237797
-1.839033395,-2.914958532,-1.84886328002919,-2.39870459392073,-1.26088622081475,-1.63813605111387
-3.276446099,-4.492756739,-3.28756709454191,-3.98223657391836,-2.68068129310965,-3.26711871940444
-4.399226256,-5.764309942,-4.42899805263672,-5.22594663906441,-3.84444964923992,-4.56005631511721
-4.550649096,-6.078996308,-4.61613786685441,-5.47704317358399,-4.10190435890333,-4.85274267856319
-3.062874754,-4.652906072,-3.17165920297511,-3.95892183268169,-2.75508638793016,-3.36752242707171
-0.93603776,-2.226979863,-1.03387477552055,-1.53576183243555,-0.5912010627016,-0.947226828106727
-0.529755897,-1.62504646,-0.595554861425197,-0.993772878474077,-0.0693619847598348,-0.387362701837587
-1.328353562,-2.309335852,-1.37334181861488,-1.70964587851741,-0.793759766738409,-1.09302059946461
-4.011570519,-4.82822054,-4.00684226492869,-4.32542518792923,-3.3033783777718,-3.67346022893971
-8.334014991,-9.316994939,-8.33405757435822,-8.78984501639721,-7.67465542529303,-8.12922558336296
-11.05360142,-11.68423205,-11.1274984469541,-10.9153443600626,-10.7370653375775,-10.3005074351938
-12.18444696,-12.04564329,-12.302537968121,-11.1500088293945,-11.9949970477948,-10.4845671446543
-12.75211416,-12.09107206,-12.9002400700576,-11.1467702095868,-12.5363037459534,-10.4481442326145
-13.2530342,-12.18649286,-13.4118310422065,-11.2831080713268,-12.8207747721231,-10.4645505907884
