"Level -> Specify Data Points",,,
"Left ROW",,"Right ROW",
X,Y,X,Y
Hz,dBSPL,Hz,dBSPL
20,8.0581608868358,20,7.88480263026114
21.4453444402065,8.42500591851187,21.4453444402065,8.2674571026738
22.9951399079547,8.77537828257295,22.9951399079547,8.63429204963475
24.6569347888413,9.10520782191182,24.6569347888413,8.98093347759482
26.4388229693206,9.41083238137067,26.4388229693206,9.30328273718231
28.3494832585361,9.69424726669963,28.3494832585361,9.60318138628423
30.3982216590587,9.95543169274311,30.3982216590587,9.88020833124054
32.5950166924129,10.1922384525021,32.5950166924129,10.1316487329946
34.9505680001537,10.4043448964379,34.9505680001537,10.3568701901855
37.4763484572077,10.5922615411015,37.4763484572077,10.5564700453982
40.184660051301,10.7554400838985,40.184660051301,10.7300946803917
43.0886938006377,10.8946787180687,43.0886938006377,10.8786096034899
46.2025940016633,11.0114588538739,46.2025940016633,11.0033293211085
49.5415271198343,11.1081434520172,49.5415271198343,11.1062966610557
53.1217556589338,11.1852852752658,53.1217556589338,11.1876861191368
56.9607173687161,11.2436111663301,56.9607173687161,11.2484040119972
61.0771101766684,11.2827969206406,61.0771101766684,11.288461566309
65.4909832575547,11.3028568163616,65.4909832575547,11.3079021210692
70.2238346843027,11.3044271523833,70.2238346843027,11.3072061875704
75.2987161358495,11.2868885061601,75.2987161358495,11.2856270749894
80.7403451719312,11.2502380558066,80.7403451719312,11.2435452020589
86.5752256216613,11.1944346297231,86.5752256216613,11.1813078160603
92.8317766722558,11.1191276838254,92.8317766722558,11.0985304980991
99.5404712866424,11.0225942647022,99.5404712866424,10.9934636546853
106.733984624126,10.9038680745597,106.733984624126,10.8649400818185
114.447353187005,10.7665669739027,114.447353187005,10.7172990383407
122.718145468264,10.6117001456134,122.718145468264,10.5522025359475
131.586644931514,10.4395750577905,131.586644931514,10.3701740536942
141.096046214373,10.2474760057642,141.096046214373,10.1673137576735
151.292665510926,10.0328635629113,151.292665510926,9.94107346870821
162.226166157938,9.79618618089174,162.226166157938,9.69229953955648
173.949800523557,9.53856798068757,173.949800523557,9.42261414068174
186.520669376644,9.25962691139133,186.520669376644,9.13251996659962
200.000000000001,8.96094221560191,200.000000000001,8.82364289021442
214.453444402065,8.6415564009266,214.453444402065,8.49538847501468
229.951399079548,8.30244463353938,229.951399079548,8.14899940205889
246.569347888414,7.9445767511484,246.569347888414,7.78416154392934
264.388229693207,7.56850805183552,264.388229693207,7.40204174986727
283.494832585362,7.1751476032713,283.494832585362,7.00342863161487
303.982216590588,6.76502349660254,303.982216590588,6.58953272424343
325.95016692413,6.33954110110028,325.95016692413,6.16160221715347
349.505680001538,5.90004936014844,349.505680001538,5.72103253690972
374.763484572078,5.44758489673373,374.763484572078,5.26860462788475
401.846600513011,4.98348424580111,401.846600513011,4.80564770888991
430.886938006378,4.50882858443232,430.886938006378,4.33312808872481
462.025940016634,4.02567006922214,462.025940016634,3.85319483572359
495.415271198344,3.53708210735994,495.415271198344,3.36869762120795
531.217556589339,3.04542734018499,531.217556589339,2.8820783303993
569.607173687163,2.55590674089139,569.607173687163,2.3983453366515
610.771101766686,2.07350105753672,610.771101766686,1.92263042290095
654.909832575549,1.60815407464868,654.909832575549,1.46528753668414
702.238346843029,1.17089031480682,702.238346843029,1.039766684473
752.987161358497,0.769871828741893,752.987161358497,0.66529858584102
807.403451719315,0.426461281003289,807.403451719315,0.360412536429745
865.752256216616,0.163766408222817,865.752256216616,0.138587673688286
928.31776672256,0.0207089703677018,928.31776672256,0.0122013391947381
995.404712866427,-0.00233890137697058,995.404712866427,-0.00356038758485524
1067.33984624127,0.0566329394695238,1067.33984624127,0.0882444713439465
1144.47353187005,0.10460428391437,1144.47353187005,0.239300354912154
1227.18145468264,0.0629337018143688,1227.18145468264,0.351784396339232
1315.86644931514,-0.0392186643714415,1315.86644931514,0.418499430741363
1410.96046214374,-0.207556733320008,1410.96046214374,0.5063969139154
1512.92665510927,-0.375770229019561,1512.92665510927,0.65370599401574
1622.26166157938,-0.450566205098371,1622.26166157938,0.804598389557728
1739.49800523558,-0.293974046021563,1739.49800523558,0.805684086475743
1865.20669376645,0.121761669669661,1865.20669376645,0.720477911746849
2000.00000000001,0.662567756362526,2000.00000000001,0.74225606925224
2144.53444402066,1.16282891862278,2144.53444402066,1.00161159633568
2299.51399079549,1.55198864782639,2299.51399079549,1.44939668911108
2465.69347888415,1.82969979832536,2465.69347888415,1.9182489612992
2643.88229693208,2.02125037052027,2643.88229693208,2.33400423863172
2834.94832585363,2.1448823440181,2834.94832585363,2.67845390275052
3039.82216590589,2.19790591870979,3039.82216590589,2.93380992943653
3259.50166924131,2.16452478920285,3259.50166924131,3.07411738952935
3495.05680001539,2.04514603257084,3495.05680001539,3.08239347724071
